Metric,Mean,Std.
Micro - Precision,0.7142857142857143,
Micro - Recall,0.7142857142857143,
Micro - F1,0.7142857142857143,
Micro - FPavg,0.5,
Micro - FPcmb,0.2857142857142857,
Macro - Precision,0.75,0.25
Macro - Recall,0.625,0.47871355387816905
Macro - F1,0.7857142857142857,0.25753937681885636
Macro - FPavg,0.5,0.5773502691896257
Macro - FPcmb,0.20833333333333331,0.25
