threshold,Precision,Recall,F1-Score,Specificity
1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8571428571428571
2,0.8888888888888888,0.9411764705882353,0.9142857142857143,0.3333333333333333
5,0.95,1.0,0.9743589743589743,0.0
