Metric,Mean,Std.
Micro - Precision,1.0,
Micro - Recall,1.0,
Micro - F1,1.0,
Micro - FPavg,0.0,
Micro - FPcmb,0.0,
Macro - Precision,1.0,
Macro - Recall,1.0,
Macro - F1,1.0,
Macro - FPavg,0.0,
Macro - FPcmb,0.0,
