threshold,Precision,Recall,F1-Score,Specificity
1,0.38461538461538464,1.0,0.5555555555555556,0.38461538461538464
2,0.5882352941176471,1.0,0.7407407407407407,0.125
5,0.8823529411764706,1.0,0.9375,0.3333333333333333
