Metric,Mean,Std.
Micro - Precision,0.7619047619047619,
Micro - Recall,0.64,
Micro - F1,0.6956521739130435,
Micro - FPavg,0.5,
Micro - FPcmb,0.2,
Macro - Precision,0.9087301587301587,0.19813472591777664
Macro - Recall,0.7928571428571429,0.35706348324318976
Macro - F1,0.892063492063492,0.21842561792723267
Macro - FPavg,0.5,1.2692955176439846
Macro - FPcmb,0.0738095238095238,0.1825224284461103
