threshold,Precision,Recall,F1-Score,Specificity
1,0.5454545454545454,0.8571428571428571,0.6666666666666666,0.5454545454545454
2,0.7142857142857143,0.9090909090909091,0.8,0.42857142857142855
5,0.8235294117647058,1.0,0.9032258064516129,0.25
