threshold,Precision,Recall,F1-Score,Specificity
1,0.0,,0.0,0.8333333333333334
2,0.3076923076923077,1.0,0.47058823529411764,0.35714285714285715
5,0.5882352941176471,1.0,0.7407407407407407,0.125
