Metric,Mean,Std.
Micro - Precision,0.6875,
Micro - Recall,0.22448979591836735,
Micro - F1,0.3384615384615384,
Micro - FPavg,0.38461538461538464,
Micro - FPcmb,0.10204081632653061,
Macro - Precision,0.7727272727272728,0.4055401458762811
Macro - Recall,0.21794871794871795,0.3219199879356338
Macro - F1,0.6786666666666666,0.1933563204725066
Macro - FPavg,0.38461538461538464,1.12089707663561
Macro - FPcmb,0.04120879120879121,0.10085324111204763
