threshold,Precision,Recall,F1-Score,Specificity
1,0.38461538461538464,1.0,0.5555555555555556,0.38461538461538464
2,0.5294117647058824,1.0,0.6923076923076923,0.1111111111111111
5,0.8823529411764706,1.0,0.9375,0.3333333333333333
