threshold,Precision,Recall,F1-Score,Specificity
1,0.4444444444444444,0.5714285714285714,0.5,0.5454545454545454
2,0.6666666666666666,0.9090909090909091,0.7692307692307693,0.2857142857142857
5,0.8235294117647058,1.0,0.9032258064516129,0.25
