Metric,Mean,Std.
Micro - Precision,0.6666666666666666,
Micro - Recall,0.2857142857142857,
Micro - F1,0.4,
Micro - FPavg,0.25,
Micro - FPcmb,0.14285714285714285,
Macro - Precision,0.6666666666666666,0.5773502691896258
Macro - Recall,0.3333333333333333,0.4714045207910317
Macro - F1,0.75,0.3535533905932738
Macro - FPavg,0.25,0.5
Macro - FPcmb,0.125,0.25
