Metric,Mean,Std.
Micro - Precision,1.0,
Micro - Recall,0.125,
Micro - F1,0.2222222222222222,
Micro - FPavg,0.0,
Micro - FPcmb,0.0,
Micro - TP,1.0,
Micro - FP,0.0,
Micro - FN,7.0,
Micro - n_true_cmb,8.0,
Micro - n_pred_cmb,1.0,
Macro - Precision,1.0,
Macro - Recall,0.25,0.3535533905932738
Macro - F1,0.6666666666666666,
Macro - FPavg,0.0,0.0
Macro - FPcmb,0.0,0.0
