threshold,Precision,Recall,F1-Score,Specificity
1,0.9411764705882353,1.0,0.9696969696969697,0.5
3,0.9444444444444444,1.0,0.9714285714285714,0.0
5,0.9444444444444444,1.0,0.9714285714285714,0.0
11,1.0,1.0,1.0,
