Metric,Mean,Std.
Micro - Precision,0.75,
Micro - Recall,0.42857142857142855,
Micro - F1,0.5454545454545454,
Micro - FPavg,0.25,
Micro - FPcmb,0.14285714285714285,
Micro - TP,3.0,
Micro - FP,1.0,
Micro - FN,4.0,
Micro - n_true_cmb,7.0,
Micro - n_pred_cmb,4.0,
Macro - Precision,0.8333333333333334,0.28867513459481287
Macro - Recall,0.4583333333333333,0.4166666666666667
Macro - F1,0.6666666666666666,0.28867513459481287
Macro - FPavg,0.25,0.5
Macro - FPcmb,0.125,0.25
