threshold,Precision,Recall,F1-Score,Specificity
1,0.9411764705882353,1.0,0.9696969696969697,0.75
3,0.95,1.0,0.9743589743589743,0.0
5,1.0,1.0,1.0,
11,1.0,1.0,1.0,
