Metric,Mean,Std.
Micro - Precision,1.0,
Micro - Recall,0.375,
Micro - F1,0.5454545454545454,
Micro - FPavg,0.0,
Micro - FPcmb,0.0,
Macro - Precision,1.0,0.0
Macro - Recall,0.5,0.5
Macro - F1,0.8888888888888888,0.1924500897298753
Macro - FPavg,0.0,0.0
Macro - FPcmb,0.0,0.0
