threshold,Precision,Recall,F1-Score,Specificity
1,0.46153846153846156,1.0,0.631578947368421,0.5
2,0.9444444444444444,1.0,0.9714285714285714,0.6666666666666666
5,0.95,1.0,0.9743589743589743,0.0
