threshold,Precision,Recall,F1-Score,Specificity
1,0.8333333333333334,1.0,0.9090909090909091,0.8
2,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8
5,0.9473684210526315,1.0,0.972972972972973,0.5
