threshold,Precision,Recall,F1-Score,Specificity
1,0.6,0.8571428571428571,0.7058823529411765,0.6363636363636364
2,0.7333333333333333,1.0,0.8461538461538461,0.42857142857142855
5,0.8235294117647058,1.0,0.9032258064516129,0.25
